"Mod name","Registry name","Hardness","Resistance"
"Botania","botania:livingwood0stairs",2.00,10.00
"Botania","botania:livingwood0wall",2.00,10.00
"Botania","botania:livingwood1slab",2.00,10.00
"Botania","botania:livingwood1slabfull",2.00,10.00
"Botania","botania:livingwood1stairs",2.00,10.00
"Botania","botania:manabomb",12.00,60.00
"Botania","botania:manadetector",2.00,30.00
"Botania","botania:manaflame",0.00,0.00
"Botania","botania:managlass",0.30,1.50
"Botania","botania:managlasspane",0.30,1.50
"Botania","botania:manavoid",2.00,6000.00
"Botania","botania:miniisland",0.50,2.50
"Botania","botania:mushroom",0.00,0.00
"Botania","botania:opencrate",2.00,10.00
"Botania","botania:pavement",2.00,30.00
"Botania","botania:pavement0slab",2.00,30.00
"Botania","botania:pavement0slabfull",2.00,30.00
"Botania","botania:pavement0stairs",2.00,30.00
"Botania","botania:pavement1slab",2.00,30.00
"Botania","botania:pavement1slabfull",2.00,30.00
"Botania","botania:pavement1stairs",2.00,30.00
"Botania","botania:pavement2slab",2.00,30.00
"Botania","botania:pavement2slabfull",2.00,30.00
"Botania","botania:pavement2stairs",2.00,30.00
"Botania","botania:pavement3slab",2.00,30.00
"Botania","botania:pavement3slabfull",2.00,30.00
"Botania","botania:pavement3stairs",2.00,30.00
"Botania","botania:pavement4slab",2.00,30.00
"Botania","botania:pavement4slabfull",2.00,30.00
"Botania","botania:pavement4stairs",2.00,30.00
"Botania","botania:pavement5slab",2.00,30.00
"Botania","botania:pavement5slabfull",2.00,30.00
"Botania","botania:pavement5stairs",2.00,30.00
"Botania","botania:petalblock",0.40,2.00
"Botania","botania:pistonrelay",2.00,30.00
"Botania","botania:platform",2.00,15.00
"Botania","botania:pool",2.00,30.00
"Botania","botania:prism",0.30,1.50
"Botania","botania:pump",2.00,30.00
"Botania","botania:pylon",5.50,27.50
"Botania","botania:quartzslabblazefull",0.80,30.00
"Botania","botania:quartzslabblazehalf",0.80,30.00
"Botania","botania:quartzslabdarkfull",0.80,30.00
"Botania","botania:quartzslabdarkhalf",0.80,30.00
"Botania","botania:quartzslabelffull",0.80,30.00
"Botania","botania:quartzslabelfhalf",0.80,30.00
"Botania","botania:quartzslablavenderfull",0.80,30.00
"Botania","botania:quartzslablavenderhalf",0.80,30.00
"Botania","botania:quartzslabmanafull",0.80,30.00
"Botania","botania:quartzslabmanahalf",0.80,30.00
"Botania","botania:quartzslabredfull",0.80,30.00
"Botania","botania:quartzslabredhalf",0.80,30.00
"Botania","botania:quartzslabsunnyfull",0.80,30.00
"Botania","botania:quartzslabsunnyhalf",0.80,30.00
"Botania","botania:quartzstairsblaze",0.80,30.00
"Botania","botania:quartzstairsdark",0.80,30.00
"Botania","botania:quartzstairself",0.80,30.00
"Botania","botania:quartzstairslavender",0.80,30.00
"Botania","botania:quartzstairsmana",0.80,30.00
"Botania","botania:quartzstairsred",0.80,30.00
"Botania","botania:quartzstairssunny",0.80,30.00
"Botania","botania:quartztypeblaze",0.80,30.00
"Botania","botania:quartztypedark",0.80,30.00
"Botania","botania:quartztypeelf",0.80,30.00
"Botania","botania:quartztypelavender",0.80,30.00
"Botania","botania:quartztypemana",0.80,30.00
"Botania","botania:quartztypered",0.80,30.00
"Botania","botania:quartztypesunny",0.80,30.00
"Botania","botania:redstringcomparator",2.00,30.00
"Botania","botania:redstringcontainer",2.00,30.00
"Botania","botania:redstringdispenser",2.00,30.00
"Botania","botania:redstringfertilizer",2.00,30.00
"Botania","botania:redstringinterceptor",2.00,30.00
"Botania","botania:redstringrelay",2.00,30.00
"Botania","botania:rfgenerator",2.00,30.00
"Botania","botania:root",1.20,6.00
"Botania","botania:runealtar",2.00,30.00
"Botania","botania:shimmerrock",2.00,30.00
"Botania","botania:shimmerrock0slab",2.00,30.00
"Botania","botania:shimmerrock0slabfull",2.00,30.00
"Botania","botania:shimmerrock0stairs",2.00,30.00
"Botania","botania:shimmerwoodplanks",2.00,10.00
"Botania","botania:shimmerwoodplanks0slab",2.00,30.00
"Botania","botania:shimmerwoodplanks0slabfull",2.00,30.00
"Botania","botania:shimmerwoodplanks0stairs",2.00,10.00
"Botania","botania:shinyflower",0.00,0.00
"Botania","botania:solidvine",0.50,2.50
"Botania","botania:sparkchanger",2.00,30.00
"Botania","botania:spawnerclaw",3.00,15.00
"Botania","botania:specialflower",0.10,0.50
"Botania","botania:spreader",2.00,10.00
"Botania","botania:starfield",5.00,6000.00
"Botania","botania:storage",3.00,30.00
"Botania","botania:terraplate",3.00,30.00
"Botania","botania:teruterubozu",0.00,0.00
"Botania","botania:tinyplanetblock",20.00,300.00
"Botania","botania:tinypotato",0.25,1.25
"Botania","botania:turntable",2.00,10.00
"Botania Tweaks","botania_tweaks:compressed_tiny_potato_1",0.50,2.50
"Botania Tweaks","botania_tweaks:compressed_tiny_potato_2",0.75,3.75
"Botania Tweaks","botania_tweaks:compressed_tiny_potato_3",1.00,5.00
"Botania Tweaks","botania_tweaks:compressed_tiny_potato_4",1.25,6.25
"Botania Tweaks","botania_tweaks:compressed_tiny_potato_5",1.50,7.50
"Botania Tweaks","botania_tweaks:compressed_tiny_potato_6",1.75,8.75
"Botania Tweaks","botania_tweaks:compressed_tiny_potato_7",2.00,10.00
"Botania Tweaks","botania_tweaks:compressed_tiny_potato_8",2.25,11.25
"Botania Tweaks","botania_tweaks:potted_tiny_potato",0.00,0.00
"Building Gadgets","buildinggadgets:constructionblock",2.00,10.00
"Building Gadgets","buildinggadgets:constructionblockpowder",0.50,2.50
"Building Gadgets","buildinggadgets:effectblock",20.00,100.00
"Building Gadgets","buildinggadgets:templatemanager",2.00,10.00
"Cathedral","cathedral:basalt_block_carved",2.50,60.00
"Cathedral","cathedral:basalt_block_checkered",2.25,45.00
"Cathedral","cathedral:basalt_doubleslab_carved",2.50,60.00
"Cathedral","cathedral:basalt_doubleslab_checkered",2.50,60.00
"Cathedral","cathedral:basalt_slab_carved",2.50,60.00
"Cathedral","cathedral:basalt_slab_checkered",2.25,45.00
"Cathedral","cathedral:basalt_stairs_carved_bricks",2.50,60.00
"Cathedral","cathedral:basalt_stairs_carved_layers",2.50,60.00
"Cathedral","cathedral:basalt_stairs_carved_raw",2.50,60.00
"Cathedral","cathedral:basalt_stairs_carved_slabs",2.50,60.00
"Cathedral","cathedral:basalt_stairs_carved_smallbricks",2.50,60.00
"Cathedral","cathedral:basalt_stairs_carved_smalltiles",2.50,60.00
"Cathedral","cathedral:basalt_stairs_carved_tiles",2.50,60.00
"Cathedral","cathedral:basalt_stairs_checkered_normal",2.25,45.00
"Cathedral","cathedral:basalt_stairs_checkered_small",2.25,45.00
"Cathedral","cathedral:basalt_stairs_checkered_tiles",2.25,45.00
"Cathedral","cathedral:basalt_stairs_checkered_tilessmall",2.25,45.00
"Cathedral","cathedral:cathedral_chain_various",1.00,15.00
"Cathedral","cathedral:cathedral_gargoyle_demon_basalt",1.00,9.00
"Cathedral","cathedral:cathedral_gargoyle_demon_dwemer",1.00,9.00
"Cathedral","cathedral:cathedral_gargoyle_demon_endstone",1.00,9.00
"Cathedral","cathedral:cathedral_gargoyle_demon_limestone",1.00,9.00
"Cathedral","cathedral:cathedral_gargoyle_demon_marble",1.00,9.00
"Cathedral","cathedral:cathedral_gargoyle_demon_netherbrick",1.00,9.00
"Cathedral","cathedral:cathedral_gargoyle_demon_obsidian",1.00,9.00
"Cathedral","cathedral:cathedral_gargoyle_demon_packedice",1.00,9.00
"Cathedral","cathedral:cathedral_gargoyle_demon_quartz",1.00,9.00
"Cathedral","cathedral:cathedral_gargoyle_demon_redsandstone",1.00,9.00
"Cathedral","cathedral:cathedral_gargoyle_demon_sandstone",1.00,9.00
"Cathedral","cathedral:cathedral_gargoyle_demon_snow",1.00,9.00
"Cathedral","cathedral:cathedral_gargoyle_demon_stone",1.00,9.00
"Cathedral","cathedral:cathedral_glass_stained",0.30,1.50
"Cathedral","cathedral:cathedral_pane_stained",0.30,1.50
"Cathedral","cathedral:cathedral_pillar_various",0.00,0.00
"Cathedral","cathedral:cathedral_railing_various",0.00,0.00
"Cathedral","cathedral:deckprism",1.50,30.00
"Cathedral","cathedral:dwemer_bars_normal",2.50,60.00
"Cathedral","cathedral:dwemer_block_carved",2.50,60.00
"Cathedral","cathedral:dwemer_door_normal",3.50,60.00
"Cathedral","cathedral:dwemer_door_tall",3.50,60.00
"Cathedral","cathedral:dwemer_glass_normal",0.30,1.50
"Cathedral","cathedral:dwemer_light_normal",2.50,60.00
"Cathedral","cathedral:extras_block_endstone",3.00,135.00
"Cathedral","cathedral:extras_block_stone",1.50,90.00
"Cathedral","cathedral:extras_doubleslab_endstone",3.00,135.00
"Cathedral","cathedral:extras_slab_endstone",3.00,135.00
"Cathedral","cathedral:extras_stairs_endstone_bricks",3.00,135.00
"Cathedral","cathedral:extras_stairs_endstone_checkered",3.00,135.00
"Cathedral","cathedral:extras_stairs_endstone_layers",3.00,135.00
"Cathedral","cathedral:extras_stairs_endstone_raw",3.00,135.00
"Cathedral","cathedral:extras_stairs_endstone_slabs",3.00,135.00
"Cathedral","cathedral:extras_stairs_endstone_smallbricks",3.00,135.00
"Cathedral","cathedral:extras_stairs_endstone_smalltiles",3.00,135.00
"Cathedral","cathedral:extras_stairs_endstone_tiles",3.00,135.00
"Cathedral","cathedral:roofing_shingles_black",2.00,30.00
"Cathedral","cathedral:roofing_shingles_blue",2.00,30.00
"Cathedral","cathedral:roofing_shingles_brown",2.00,30.00
"Cathedral","cathedral:roofing_shingles_cyan",2.00,30.00
"Cathedral","cathedral:roofing_shingles_gray",2.00,30.00
"Cathedral","cathedral:roofing_shingles_green",2.00,30.00
"Cathedral","cathedral:roofing_shingles_light_blue",2.00,30.00
"Cathedral","cathedral:roofing_shingles_lime",2.00,30.00
"Cathedral","cathedral:roofing_shingles_magenta",2.00,30.00
"Cathedral","cathedral:roofing_shingles_natural",2.00,30.00
"Cathedral","cathedral:roofing_shingles_orange",2.00,30.00
"Cathedral","cathedral:roofing_shingles_pink",2.00,30.00
"Cathedral","cathedral:roofing_shingles_purple",2.00,30.00
"Cathedral","cathedral:roofing_shingles_red",2.00,30.00
"Cathedral","cathedral:roofing_shingles_silver",2.00,30.00
"Cathedral","cathedral:roofing_shingles_white",2.00,30.00
"Cathedral","cathedral:roofing_shingles_yellow",2.00,30.00
"Chisel","chisel:andesite",1.50,90.00
"Chisel","chisel:andesite1",1.50,90.00
"Chisel","chisel:andesite2",1.50,90.00
"Chisel","chisel:antiblock",1.00,5.00
"Chisel","chisel:auto_chisel",2.50,12.50
"Chisel","chisel:basalt",1.50,30.00
"Chisel","chisel:basalt1",1.50,30.00
"Chisel","chisel:basalt2",1.50,30.00
"Chisel","chisel:block_charcoal",5.00,30.00
"Chisel","chisel:block_charcoal1",5.00,30.00
"Chisel","chisel:block_charcoal2",5.00,30.00
"Chisel","chisel:block_coal",5.00,30.00
"Chisel","chisel:block_coal1",5.00,30.00
"Chisel","chisel:block_coal2",5.00,30.00
"Chisel","chisel:blockcobalt",5.00,25.00
"Chisel","chisel:blockgold",3.00,15.00
"Chisel","chisel:blockiron",5.00,25.00
"Chisel","chisel:bookshelf_acacia",1.50,7.50
"Chisel","chisel:bookshelf_birch",1.50,7.50
"Chisel","chisel:bookshelf_darkoak",1.50,7.50
"Chisel","chisel:bookshelf_jungle",1.50,7.50
"Chisel","chisel:bookshelf_oak",1.50,7.50
"Chisel","chisel:bookshelf_spruce",1.50,7.50
"Chisel","chisel:bricks",2.00,30.00
"Chisel","chisel:bricks1",2.00,30.00
"Chisel","chisel:bricks2",2.00,30.00
"Chisel","chisel:brownstone",1.00,5.00
"Chisel","chisel:carpet_black",0.10,5.00
"Chisel","chisel:carpet_blue",0.10,5.00
"Chisel","chisel:carpet_brown",0.10,5.00
"Chisel","chisel:carpet_cyan",0.10,5.00
"Chisel","chisel:carpet_gray",0.10,5.00
"Chisel","chisel:carpet_green",0.10,5.00
"Chisel","chisel:carpet_lightblue",0.10,5.00
"Chisel","chisel:carpet_lightgray",0.10,5.00
"Chisel","chisel:carpet_lime",0.10,5.00
"Chisel","chisel:carpet_magenta",0.10,5.00
"Chisel","chisel:carpet_orange",0.10,5.00
"Chisel","chisel:carpet_pink",0.10,5.00
"Chisel","chisel:carpet_purple",0.10,5.00
"Chisel","chisel:carpet_red",0.10,5.00
"Chisel","chisel:carpet_white",0.10,5.00
"Chisel","chisel:carpet_yellow",0.10,5.00
"Chisel","chisel:cloud",0.30,5.00
"Chisel","chisel:cobblestone",2.00,30.00
"Chisel","chisel:cobblestone1",2.00,30.00
"Chisel","chisel:cobblestone2",2.00,30.00
"Chisel","chisel:cobblestonemossy",2.00,30.00
"Chisel","chisel:cobblestonemossy1",2.00,30.00
"Chisel","chisel:cobblestonemossy2",2.00,30.00
"Chisel","chisel:concrete_black",1.50,7.50
"Chisel","chisel:concrete_black1",1.50,7.50
"Chisel","chisel:concrete_black2",1.50,7.50
"Chisel","chisel:concrete_blue",1.50,7.50
"Chisel","chisel:concrete_blue1",1.50,7.50
"Chisel","chisel:concrete_blue2",1.50,7.50
"Chisel","chisel:concrete_brown",1.50,7.50
"Chisel","chisel:concrete_brown1",1.50,7.50
"Chisel","chisel:concrete_brown2",1.50,7.50
"Chisel","chisel:concrete_cyan",1.50,7.50
"Chisel","chisel:concrete_cyan1",1.50,7.50
"Chisel","chisel:concrete_cyan2",1.50,7.50
"Chisel","chisel:concrete_gray",1.50,7.50
"Chisel","chisel:concrete_gray1",1.50,7.50
"Chisel","chisel:concrete_gray2",1.50,7.50
"Chisel","chisel:concrete_green",1.50,7.50
"Chisel","chisel:concrete_green1",1.50,7.50
"Chisel","chisel:concrete_green2",1.50,7.50
"Chisel","chisel:concrete_lightblue",1.50,7.50
"Chisel","chisel:concrete_lightblue1",1.50,7.50
"Chisel","chisel:concrete_lightblue2",1.50,7.50
"Chisel","chisel:concrete_lightgray",1.50,7.50
"Chisel","chisel:concrete_lightgray1",1.50,7.50
"Chisel","chisel:concrete_lightgray2",1.50,7.50
"Chisel","chisel:concrete_lime",1.50,7.50
"Chisel","chisel:concrete_lime1",1.50,7.50
"Chisel","chisel:concrete_lime2",1.50,7.50
"Chisel","chisel:concrete_magenta",1.50,7.50
"Chisel","chisel:concrete_magenta1",1.50,7.50
"Chisel","chisel:concrete_magenta2",1.50,7.50
"Chisel","chisel:concrete_orange",1.50,7.50
"Chisel","chisel:concrete_orange1",1.50,7.50
"Chisel","chisel:concrete_orange2",1.50,7.50
"Chisel","chisel:concrete_pink",1.50,7.50
"Chisel","chisel:concrete_pink1",1.50,7.50
"Chisel","chisel:concrete_pink2",1.50,7.50
"Chisel","chisel:concrete_purple",1.50,7.50
"Chisel","chisel:concrete_purple1",1.50,7.50
"Chisel","chisel:concrete_purple2",1.50,7.50
"Chisel","chisel:concrete_red",1.50,7.50
"Chisel","chisel:concrete_red1",1.50,7.50
"Chisel","chisel:concrete_red2",1.50,7.50
"Chisel","chisel:concrete_white",1.50,7.50
"Chisel","chisel:concrete_white1",1.50,7.50
"Chisel","chisel:concrete_white2",1.50,7.50
"Chisel","chisel:concrete_yellow",1.50,7.50
"Chisel","chisel:concrete_yellow1",1.50,7.50
"Chisel","chisel:concrete_yellow2",1.50,7.50
"Chisel","chisel:diamond",5.00,25.00
"Chisel","chisel:diorite",1.50,90.00
"Chisel","chisel:diorite1",1.50,90.00
"Chisel","chisel:diorite2",1.50,90.00
"Chisel","chisel:dirt",0.50,5.00
"Chisel","chisel:emerald",5.00,25.00
"Chisel","chisel:endstone",3.00,45.00
"Chisel","chisel:endstone1",3.00,45.00
"Chisel","chisel:endstone2",3.00,45.00
"Chisel","chisel:energizedvoidstone",1.00,5.00
"Chisel","chisel:factory",1.00,5.00
"Chisel","chisel:factory1",1.00,5.00
"Chisel","chisel:futura",1.00,5.00
"Chisel","chisel:glass",0.30,5.00
"Chisel","chisel:glassdyedblack",0.30,5.00
"Chisel","chisel:glassdyedblue",0.30,5.00
"Chisel","chisel:glassdyedbrown",0.30,5.00
"Chisel","chisel:glassdyedcyan",0.30,5.00
"Chisel","chisel:glassdyedgray",0.30,5.00
"Chisel","chisel:glassdyedgreen",0.30,5.00
"Chisel","chisel:glassdyedlightblue",0.30,5.00
"Chisel","chisel:glassdyedlightgray",0.30,5.00
"Chisel","chisel:glassdyedlime",0.30,5.00
"Chisel","chisel:glassdyedmagenta",0.30,5.00
"Chisel","chisel:glassdyedorange",0.30,5.00
"Chisel","chisel:glassdyedpink",0.30,5.00
"Chisel","chisel:glassdyedpurple",0.30,5.00
"Chisel","chisel:glassdyedred",0.30,5.00
"Chisel","chisel:glassdyedwhite",0.30,5.00
"Chisel","chisel:glassdyedyellow",0.30,5.00
"Chisel","chisel:glowstone",0.30,4.50
"Chisel","chisel:glowstone1",0.30,4.50
"Chisel","chisel:glowstone2",0.30,4.50
"Chisel","chisel:gold",3.00,15.00
"Chisel","chisel:granite",1.50,90.00
"Chisel","chisel:granite1",1.50,90.00
"Chisel","chisel:granite2",1.50,90.00
"Chisel","chisel:hardenedclay",1.25,21.00
"Chisel","chisel:hardenedclay1",1.25,21.00
"Chisel","chisel:hardenedclay2",1.25,21.00
"Chisel","chisel:ice",0.50,5.00
"Chisel","chisel:ice1",0.50,5.00
"Chisel","chisel:ice2",0.50,5.00
"Chisel","chisel:icepillar",0.50,5.00
"Chisel","chisel:iron",5.00,25.00
"Chisel","chisel:ironpane",5.00,25.00
"Chisel","chisel:laboratory",1.00,5.00
"Chisel","chisel:lapis",3.00,15.00
"Chisel","chisel:lavastone",4.00,150.00
"Chisel","chisel:lavastone1",4.00,150.00
"Chisel","chisel:lavastone2",4.00,150.00
"Chisel","chisel:limestone",1.50,30.00
"Chisel","chisel:limestone1",1.50,30.00
"Chisel","chisel:limestone2",1.50,30.00
"Chisel","chisel:marble",1.50,30.00
"Chisel","chisel:marble1",1.50,30.00
"Chisel","chisel:marble2",1.50,30.00
"Chisel","chisel:marblepillar",1.50,30.00
"Chisel","chisel:netherbrick",2.00,30.00
"Chisel","chisel:netherrack",0.40,5.00
"Chisel","chisel:obsidian",50.00,6000.00
"Chisel","chisel:paper",1.50,7.50
"Chisel","chisel:planks-acacia",2.00,15.00
"Chisel","chisel:planks-birch",2.00,15.00
"Chisel","chisel:planks-dark-oak",2.00,15.00
"Chisel","chisel:planks-jungle",2.00,15.00
"Chisel","chisel:planks-oak",2.00,15.00
"Chisel","chisel:planks-spruce",2.00,15.00
"Chisel","chisel:prismarine",1.50,30.00
"Chisel","chisel:prismarine1",1.50,30.00
"Chisel","chisel:prismarine2",1.50,30.00
"Chisel","chisel:purpur",1.50,30.00
"Chisel","chisel:purpur1",1.50,30.00
"Chisel","chisel:purpur2",1.50,30.00
"Chisel","chisel:quartz",0.80,12.00
"Chisel","chisel:quartz1",0.80,12.00
"Chisel","chisel:redstone",5.00,30.00
"Chisel","chisel:redstone1",5.00,30.00
"Chisel","chisel:sandstone-scribbles",0.80,5.00
"Chisel","chisel:sandstonered",0.80,5.00
"Chisel","chisel:sandstonered1",0.80,5.00
"Chisel","chisel:sandstonered2",0.80,5.00
"Chisel","chisel:sandstoneyellow",0.80,5.00
"Chisel","chisel:sandstoneyellow1",0.80,5.00
"Chisel","chisel:sandstoneyellow2",0.80,5.00
"Chisel","chisel:stonebrick",1.50,30.00
"Chisel","chisel:stonebrick1",1.50,30.00
"Chisel","chisel:stonebrick2",1.50,30.00
"Chisel","chisel:technical",1.00,5.00
"Chisel","chisel:technical1",1.00,5.00
"Chisel","chisel:technicalnew",1.00,5.00
"Chisel","chisel:temple",1.50,30.00
"Chisel","chisel:templemossy",1.50,30.00
"Chisel","chisel:tyrian",1.00,5.00
"Chisel","chisel:valentines",1.50,60.00
"Chisel","chisel:voidstone",1.00,5.00
"Chisel","chisel:voidstonerunic",1.00,5.00
"Chisel","chisel:waterstone",4.00,150.00
"Chisel","chisel:waterstone1",4.00,150.00
"Chisel","chisel:waterstone2",4.00,150.00
"Chisel","chisel:wool_black",0.80,5.00
"Chisel","chisel:wool_blue",0.80,5.00
"Chisel","chisel:wool_brown",0.80,5.00
"Chisel","chisel:wool_cyan",0.80,5.00
"Chisel","chisel:wool_gray",0.80,5.00
"Chisel","chisel:wool_green",0.80,5.00
"Chisel","chisel:wool_lightblue",0.80,5.00
"Chisel","chisel:wool_lightgray",0.80,5.00
"Chisel","chisel:wool_lime",0.80,5.00
"Chisel","chisel:wool_magenta",0.80,5.00
"Chisel","chisel:wool_orange",0.80,5.00
"Chisel","chisel:wool_pink",0.80,5.00
"Chisel","chisel:wool_purple",0.80,5.00
"Chisel","chisel:wool_red",0.80,5.00
"Chisel","chisel:wool_white",0.80,5.00
"Chisel","chisel:wool_yellow",0.80,5.00
"Chisels & Bits","chiselsandbits:bittank",1.00,5.00
"Chisels & Bits","chiselsandbits:chiseled_clay",1.00,5.00
"Chisels & Bits","chiselsandbits:chiseled_cloth",1.00,5.00
"Chisels & Bits","chiselsandbits:chiseled_fluid",1.00,5.00
"Chisels & Bits","chiselsandbits:chiseled_glass",1.00,5.00
"Chisels & Bits","chiselsandbits:chiseled_grass",1.00,5.00
"Chisels & Bits","chiselsandbits:chiseled_ground",1.00,5.00
